,0,1,2
21,22,"{'TAE': 3194.752338337188, 'RMSE': 648.1561804478465, 'MAPE': 0.0956466755851693, 'AIC': np.float64(11164.873705619306), 'BIC': np.float64(11323.058087994446)}","2015-06-20    3704.882197
2015-06-21     306.755696
2015-06-22    4525.215107
2015-06-23    3916.676646
2015-06-24    3865.660850
2015-06-25    4236.991766
2015-06-26    4496.930792
2015-06-27    3691.221833
2015-06-28     251.222746
2015-06-29    6307.087653
2015-06-30    5563.225239
2015-07-01    5313.552745
2015-07-02    5454.824431
2015-07-03    5893.848312
2015-07-04    3695.447351
2015-07-05     263.258961
2015-07-06    4817.682657
2015-07-07    4099.062879
2015-07-08    3886.446788
2015-07-09    4070.632544
2015-07-10    4476.250854
2015-07-11    3696.336527
2015-07-12     262.691170
2015-07-13    6255.887021
2015-07-14    5532.558611
2015-07-15    5313.030209
2015-07-16    5489.210994
2015-07-17    5901.060608
2015-07-18    3697.848048
2015-07-19     264.474466
2015-07-20    4830.588126
2015-07-21    4108.138041
2015-07-22    3889.899026
2015-07-23    4067.573017
2015-07-24    4478.260275
2015-07-25    3699.243479
2015-07-26     265.819202
2015-07-27    6256.834467
2015-07-28    5534.220543
2015-07-29    5315.741012
2015-07-30    5493.136468
2015-07-31    5904.040546
Freq: D, Name: predicted_mean, dtype: float64"
22,23,"{'TAE': 4956.209572175227, 'RMSE': 682.5554759433844, 'MAPE': 0.10815830398159285, 'AIC': np.float64(14750.425857827393), 'BIC': np.float64(14908.610240202534)}","2015-06-20    4481.849090
2015-06-21     -20.464303
2015-06-22    5414.188704
2015-06-23    4104.010620
2015-06-24    4025.095686
2015-06-25    4238.902375
2015-06-26    4590.037150
2015-06-27    4781.883415
2015-06-28     108.237183
2015-06-29    7997.662490
2015-06-30    6670.651914
2015-07-01    6584.710927
2015-07-02    6794.342845
2015-07-03    7141.749351
2015-07-04    4786.354064
2015-07-05     111.155849
2015-07-06    5456.196632
2015-07-07    4128.997874
2015-07-08    4042.977721
2015-07-09    4252.568215
2015-07-10    4599.944340
2015-07-11    4788.142849
2015-07-12     112.933403
2015-07-13    8001.588751
2015-07-14    6674.388566
2015-07-15    6588.367812
2015-07-16    6797.957999
2015-07-17    7145.333911
2015-07-18    4789.912219
2015-07-19     114.702696
2015-07-20    5459.737984
2015-07-21    4132.537789
2015-07-22    4046.517031
2015-07-23    4256.107216
2015-07-24    4603.483126
2015-07-25    4791.681456
2015-07-26     116.471933
2015-07-27    8005.127244
2015-07-28    6677.927050
2015-07-29    6591.906291
2015-07-30    6801.496477
2015-07-31    7148.872387
Freq: D, Name: predicted_mean, dtype: float64"
23,24,"{'TAE': 491.54725370556116, 'RMSE': 1513.4433480302114, 'MAPE': 0.10779815731736518, 'AIC': np.float64(15652.905743848587), 'BIC': np.float64(15811.090126223728)}","2015-06-20     7893.009072
2015-06-21      -99.327603
2015-06-22    10037.097143
2015-06-23     8448.454045
2015-06-24     8045.817382
2015-06-25     7885.893262
2015-06-26     8435.913902
2015-06-27     7904.257704
2015-06-28      -95.005404
2015-06-29    13342.055279
2015-06-30    11561.558500
2015-07-01    11100.513151
2015-07-02    10872.338022
2015-07-03    11514.483028
2015-07-04     7898.967680
2015-07-05      -99.721077
2015-07-06    10226.091297
2015-07-07     8461.503364
2015-07-08     8005.301367
2015-07-09     7782.785733
2015-07-10     8417.291623
2015-07-11     7895.049070
2015-07-12     -103.687313
2015-07-13    13317.669014
2015-07-14    11551.761892
2015-07-15    11095.158275
2015-07-16    10872.173345
2015-07-17    11507.312685
2015-07-18     7891.016740
2015-07-19     -107.715693
2015-07-20    10219.398914
2015-07-21     8453.601181
2015-07-22     7997.030867
2015-07-23     7774.084852
2015-07-24     8409.171665
2015-07-25     7886.993840
2015-07-26     -111.738921
2015-07-27    13309.509423
2015-07-28    11543.702619
2015-07-29    11087.129544
2015-07-30    10864.180302
2015-07-31    11499.271471
Freq: D, Name: predicted_mean, dtype: float64"
24,25,"{'TAE': 22976.80450425588, 'RMSE': 1326.550221389997, 'MAPE': 0.1082522729742992, 'AIC': np.float64(16108.527090968628), 'BIC': np.float64(16266.711473343768)}","2015-06-20     8439.968088
2015-06-21     -273.340617
2015-06-22    11389.840730
2015-06-23     9999.324915
2015-06-24     9282.820111
2015-06-25     9719.630267
2015-06-26     9701.211430
2015-06-27     9106.489427
2015-06-28      -34.737630
2015-06-29    14203.105207
2015-06-30    12781.548734
2015-07-01    12032.013913
2015-07-02    12493.401301
2015-07-03    12486.243352
2015-07-04     9127.401670
2015-07-05      -25.486675
2015-07-06    11473.653871
2015-07-07    10051.226749
2015-07-08     9300.802251
2015-07-09     9762.829889
2015-07-10     9755.965933
2015-07-11     9130.691153
2015-07-12      -22.504759
2015-07-13    14210.873133
2015-07-14    12788.423025
2015-07-15    12037.975072
2015-07-16    12500.019569
2015-07-17    12493.163355
2015-07-18     9133.515809
2015-07-19      -19.688206
2015-07-20    11479.334581
2015-07-21    10056.883868
2015-07-22     9306.435297
2015-07-23     9768.480238
2015-07-24     9761.624229
2015-07-25     9136.328218
2015-07-26      -16.876010
2015-07-27    14216.498779
2015-07-28    12794.048050
2015-07-29    12043.599463
2015-07-30    12505.644416
2015-07-31    12498.788412
Freq: D, Name: predicted_mean, dtype: float64"
25,26,"{'TAE': 16310.95727928498, 'RMSE': 835.4817034606696, 'MAPE': 0.09748895820976043, 'AIC': np.float64(15144.198969651105), 'BIC': np.float64(15302.383352026245)}","2015-06-20    5579.237258
2015-06-21    -337.671391
2015-06-22    6091.694459
2015-06-23    4448.672562
2015-06-24    4234.766265
2015-06-25    4897.966759
2015-06-26    5129.136335
2015-06-27    5575.768623
2015-06-28    -319.391084
2015-06-29    9380.432272
2015-06-30    7615.678688
2015-07-01    7385.521187
2015-07-02    8072.514988
2015-07-03    8265.914159
2015-07-04    5569.613005
2015-07-05    -327.056280
2015-07-06    6183.116878
2015-07-07    4426.812599
2015-07-08    4197.783082
2015-07-09    4883.125407
2015-07-10    5079.146193
2015-07-11    5563.643889
2015-07-12    -332.920617
2015-07-13    9361.293965
2015-07-14    7604.403225
2015-07-15    7375.295416
2015-07-16    8060.752369
2015-07-17    8256.591190
2015-07-18    5557.661827
2015-07-19    -338.909951
2015-07-20    6171.652507
2015-07-21    4414.802474
2015-07-22    4185.700098
2015-07-23    4871.149095
2015-07-24    5067.000546
2015-07-25    5551.680664
2015-07-26    -344.890609
2015-07-27    9349.296952
2015-07-28    7592.444093
2015-07-29    7363.341340
2015-07-30    8048.790889
2015-07-31    8244.641464
Freq: D, Name: predicted_mean, dtype: float64"
26,27,"{'TAE': 16482.620936590887, 'RMSE': 1827.13346701163, 'MAPE': 0.15264180869557678, 'AIC': np.float64(15735.525215536123), 'BIC': np.float64(15893.709597911264)}","2015-06-20     8105.823111
2015-06-21      268.146375
2015-06-22     9778.206077
2015-06-23     8484.996212
2015-06-24     7438.194581
2015-06-25     7475.290239
2015-06-26     7720.026761
2015-06-27     8044.372168
2015-06-28      246.859594
2015-06-29    13974.071185
2015-06-30    12642.925674
2015-07-01    11529.440172
2015-07-02    11407.131641
2015-07-03    11702.368538
2015-07-04     8058.596708
2015-07-05      256.569398
2015-07-06     9924.768078
2015-07-07     8597.886802
2015-07-08     7491.897037
2015-07-09     7387.506663
2015-07-10     7677.066961
2015-07-11     8064.314790
2015-07-12      262.794968
2015-07-13    13972.230621
2015-07-14    12644.870015
2015-07-15    11538.037677
2015-07-16    11431.633175
2015-07-17    11721.831563
2015-07-18     8070.989057
2015-07-19      269.412190
2015-07-20     9939.609010
2015-07-21     8612.302284
2015-07-22     7505.564657
2015-07-23     7399.386558
2015-07-24     7689.513220
2015-07-25     8077.555842
2015-07-26      275.985388
2015-07-27    13985.196436
2015-07-28    12657.883653
2015-07-29    11551.135380
2015-07-30    11444.931831
2015-07-31    11735.066556
Freq: D, Name: predicted_mean, dtype: float64"
27,28,"{'TAE': 1778.4799409464758, 'RMSE': 571.0889792604055, 'MAPE': 0.10629943927432109, 'AIC': np.float64(15226.159139021715), 'BIC': np.float64(15384.343521396855)}","2015-06-20    1988.870573
2015-06-21    -358.792292
2015-06-22    4963.142625
2015-06-23    4191.204754
2015-06-24    3467.357723
2015-06-25    4072.649890
2015-06-26    4050.306335
2015-06-27    2329.630679
2015-06-28    -187.398284
2015-06-29    7145.754826
2015-06-30    6240.211002
2015-07-01    5455.119537
2015-07-02    6022.685715
2015-07-03    5940.715577
2015-07-04    2281.921113
2015-07-05    -216.456281
2015-07-06    5109.653427
2015-07-07    4219.046454
2015-07-08    3440.805229
2015-07-09    4012.596040
2015-07-10    3937.313964
2015-07-11    2277.214424
2015-07-12    -223.256810
2015-07-13    7109.284381
2015-07-14    6217.000971
2015-07-15    5437.990915
2015-07-16    6009.307586
2015-07-17    5933.274913
2015-07-18    2267.680581
2015-07-19    -232.555666
2015-07-20    5093.622474
2015-07-21    4201.527207
2015-07-22    3422.603436
2015-07-23    3993.973319
2015-07-24    3918.024884
2015-07-25    2258.688480
2015-07-26    -241.574138
2015-07-27    7090.959373
2015-07-28    6198.842991
2015-07-29    5419.909536
2015-07-30    5991.273447
2015-07-31    5915.315558
Freq: D, Name: predicted_mean, dtype: float64"
28,29,"{'TAE': 24448.108652380237, 'RMSE': 1159.5051392621597, 'MAPE': 0.13242576273905646, 'AIC': np.float64(15153.084353873259), 'BIC': np.float64(15311.2687362484)}","2015-06-20     8090.840449
2015-06-21      -32.433515
2015-06-22     7978.276261
2015-06-23     6716.217275
2015-06-24     6389.809845
2015-06-25     6363.496171
2015-06-26     6608.043665
2015-06-27     8352.977447
2015-06-28        5.024991
2015-06-29    12430.189967
2015-06-30    10166.917301
2015-07-01     9535.076783
2015-07-02     9621.136148
2015-07-03     9581.871226
2015-07-04     8270.714314
2015-07-05       -6.903265
2015-07-06     8731.579846
2015-07-07     6781.736225
2015-07-08     6245.511263
2015-07-09     6296.392347
2015-07-10     6345.974652
2015-07-11     8296.264705
2015-07-12       -3.371146
2015-07-13    12193.964940
2015-07-14    10146.002633
2015-07-15     9579.845306
2015-07-16     9641.738919
2015-07-17     9663.507678
2015-07-18     8288.064167
2015-07-19       -4.678884
2015-07-20     8805.125861
2015-07-21     6787.879522
2015-07-22     6231.092495
2015-07-23     6289.538646
2015-07-24     6320.014411
2015-07-25     8290.429327
2015-07-26       -4.471508
2015-07-27    12170.537404
2015-07-28    10143.675458
2015-07-29     9583.955067
2015-07-30     9643.480443
2015-07-31     9671.230487
Freq: D, Name: predicted_mean, dtype: float64"
29,30,"{'TAE': 9625.96500488752, 'RMSE': 683.806972200751, 'MAPE': 0.1386511053838507, 'AIC': np.float64(14601.849998246602), 'BIC': np.float64(14760.034380621742)}","2015-06-20    3383.148734
2015-06-21    -877.372122
2015-06-22    3373.931336
2015-06-23    3219.999550
2015-06-24    2473.236460
2015-06-25    3182.582117
2015-06-26    2508.246501
2015-06-27    3329.914248
2015-06-28    -744.211737
2015-06-29    5499.092175
2015-06-30    5355.203992
2015-07-01    4388.813411
2015-07-02    5001.277358
2015-07-03    4296.213815
2015-07-04    3280.325794
2015-07-05    -834.809407
2015-07-06    3376.121684
2015-07-07    3230.023783
2015-07-08    2311.954012
2015-07-09    2945.733153
2015-07-10    2247.430141
2015-07-11    3229.935167
2015-07-12    -876.177491
2015-07-13    5376.008850
2015-07-14    5230.397114
2015-07-15    4301.696158
2015-07-16    4930.785688
2015-07-17    4230.995274
2015-07-18    3179.721029
2015-07-19    -928.376702
2015-07-20    3280.600143
2015-07-21    3134.881445
2015-07-22    2208.519483
2015-07-23    2838.640787
2015-07-24    2139.177619
2015-07-25    3129.468060
2015-07-26    -978.192930
2015-07-27    5274.423370
2015-07-28    5128.728204
2015-07-29    4201.851634
2015-07-30    4831.745935
2015-07-31    4132.210769
Freq: D, Name: predicted_mean, dtype: float64"
30,31,"{'TAE': 14469.032448736689, 'RMSE': 657.7473126618114, 'MAPE': 0.08558690480794803, 'AIC': np.float64(14605.216787922109), 'BIC': np.float64(14763.40117029725)}","2015-06-20    5206.766361
2015-06-21    -451.610485
2015-06-22    5225.348046
2015-06-23    4446.990534
2015-06-24    4297.830591
2015-06-25    4427.665400
2015-06-26    4906.516489
2015-06-27    5130.219580
2015-06-28    -479.578128
2015-06-29    6674.803709
2015-06-30    5921.115907
2015-07-01    5803.784100
2015-07-02    5965.691544
2015-07-03    6485.817817
2015-07-04    5119.375589
2015-07-05    -486.975870
2015-07-06    5118.370085
2015-07-07    4366.432392
2015-07-08    4251.358524
2015-07-09    4415.541252
2015-07-10    4938.595652
2015-07-11    5113.192630
2015-07-12    -492.914347
2015-07-13    6656.387183
2015-07-14    5904.573646
2015-07-15    5789.659960
2015-07-16    5954.004100
2015-07-17    6477.266227
2015-07-18    5107.340332
2015-07-19    -498.749301
2015-07-20    5106.236249
2015-07-21    4354.431519
2015-07-22    4239.529197
2015-07-23    4403.884788
2015-07-24    4927.161651
2015-07-25    5101.511492
2015-07-26    -504.576911
2015-07-27    6644.699052
2015-07-28    5892.894947
2015-07-29    5777.993430
2015-07-30    5942.349834
2015-07-31    6465.627742
Freq: D, Name: predicted_mean, dtype: float64"
31,32,"{'TAE': 3807.9655123190896, 'RMSE': 427.805335186621, 'MAPE': 0.08072107419573697, 'AIC': np.float64(10992.20581432354), 'BIC': np.float64(11150.390196698681)}","2015-06-20    2502.150558
2015-06-21     140.232717
2015-06-22    4341.923935
2015-06-23    3744.862569
2015-06-24    3661.136468
2015-06-25    3384.908660
2015-06-26    3437.372765
2015-06-27    2484.759530
2015-06-28     136.909740
2015-06-29    5935.235435
2015-06-30    5343.900283
2015-07-01    5252.741875
2015-07-02    5007.077702
2015-07-03    5032.417136
2015-07-04    2485.787528
2015-07-05     138.392567
2015-07-06    4341.619429
2015-07-07    3750.464435
2015-07-08    3659.077126
2015-07-09    3414.359368
2015-07-10    3438.859438
2015-07-11    2487.417299
2015-07-12     140.036440
2015-07-13    5938.417211
2015-07-14    5347.267796
2015-07-15    5255.873405
2015-07-16    5011.184939
2015-07-17    5035.659031
2015-07-18    2489.065737
2015-07-19     141.685315
2015-07-20    4344.913892
2015-07-21    3753.764650
2015-07-22    3662.370040
2015-07-23    3417.682481
2015-07-24    3442.155768
2015-07-25    2490.714753
2015-07-26     143.334345
2015-07-27    5941.715168
2015-07-28    5350.565932
2015-07-29    5259.171314
2015-07-30    5014.483783
2015-07-31    5038.957046
Freq: D, Name: predicted_mean, dtype: float64"
32,33,"{'TAE': 18863.94144142134, 'RMSE': 1053.7013968253127, 'MAPE': 0.11496794338013278, 'AIC': np.float64(15187.076770024314), 'BIC': np.float64(15345.261152399455)}","2015-06-20     8349.279999
2015-06-21        9.998555
2015-06-22     8449.618631
2015-06-23     7345.316063
2015-06-24     6940.280742
2015-06-25     7009.915851
2015-06-26     7475.565808
2015-06-27     8825.748979
2015-06-28      157.686126
2015-06-29    10700.699999
2015-06-30     9562.908901
2015-07-01     9131.453770
2015-07-02     9194.152048
2015-07-03     9619.712571
2015-07-04     8812.041721
2015-07-05      154.995867
2015-07-06     8508.742194
2015-07-07     7372.073487
2015-07-08     6941.508454
2015-07-09     7004.440275
2015-07-10     7431.355794
2015-07-11     8814.762595
2015-07-12      157.344260
2015-07-13    10703.230321
2015-07-14     9566.523666
2015-07-15     9135.928541
2015-07-16     9198.852466
2015-07-17     9625.722177
2015-07-18     8816.928041
2015-07-19      159.522297
2015-07-20     8513.171515
2015-07-21     7376.466143
2015-07-22     6945.872035
2015-07-23     7008.796228
2015-07-24     7435.667487
2015-07-25     8819.112263
2015-07-26      161.706094
2015-07-27    10707.595438
2015-07-28     9570.890023
2015-07-29     9140.295881
2015-07-30     9203.220064
2015-07-31     9630.091271
Freq: D, Name: predicted_mean, dtype: float64"
33,34,"{'TAE': 11296.462706779595, 'RMSE': 823.603260764053, 'MAPE': 0.0759882108685653, 'AIC': np.float64(14697.690320169766), 'BIC': np.float64(14855.874702544907)}","2015-06-20     7711.589367
2015-06-21      -52.265548
2015-06-22     8118.207793
2015-06-23     7127.234380
2015-06-24     6590.135677
2015-06-25     6640.070241
2015-06-26     6829.835538
2015-06-27     7801.434904
2015-06-28      -38.694170
2015-06-29    10240.125880
2015-06-30     9223.567867
2015-07-01     8685.715888
2015-07-02     8733.329070
2015-07-03     8914.847610
2015-07-04     7797.580396
2015-07-05      -40.402089
2015-07-06     8135.470319
2015-07-07     7119.632387
2015-07-08     6581.801609
2015-07-09     6629.480126
2015-07-10     6811.230774
2015-07-11     7796.362902
2015-07-12      -41.680000
2015-07-13    10236.988066
2015-07-14     9221.129867
2015-07-15     8683.298492
2015-07-16     8730.975171
2015-07-17     8912.719285
2015-07-18     7795.071189
2015-07-19      -42.970013
2015-07-20     8132.906673
2015-07-21     7117.049045
2015-07-22     6579.217687
2015-07-23     6626.894417
2015-07-24     6808.638715
2015-07-25     7793.781564
2015-07-26      -44.259685
2015-07-27    10234.408260
2015-07-28     9218.550615
2015-07-29     8680.719257
2015-07-30     8728.395985
2015-07-31     8910.140279
Freq: D, Name: predicted_mean, dtype: float64"
34,35,"{'TAE': 37329.99606068921, 'RMSE': 2249.4994274328933, 'MAPE': 0.17961072235410555, 'AIC': np.float64(15619.45173273691), 'BIC': np.float64(15777.63611511205)}","2015-06-20     9951.054636
2015-06-21     1280.856999
2015-06-22    11878.728996
2015-06-23     9978.939070
2015-06-24     9184.098827
2015-06-25     9456.141192
2015-06-26     9872.097316
2015-06-27     9995.985027
2015-06-28     1119.187259
2015-06-29    16639.882686
2015-06-30    14309.848830
2015-07-01    13372.265969
2015-07-02    13462.776430
2015-07-03    13619.344188
2015-07-04    10057.767145
2015-07-05     1219.552044
2015-07-06    12571.100863
2015-07-07    10321.415255
2015-07-08     9410.489642
2015-07-09     9534.901269
2015-07-10     9739.909921
2015-07-11    10116.402195
2015-07-12     1270.981763
2015-07-13    16650.927703
2015-07-14    14386.237024
2015-07-15    13470.333158
2015-07-16    13588.413726
2015-07-17    13784.376020
2015-07-18    10175.624961
2015-07-19     1331.550128
2015-07-20    12709.383977
2015-07-21    10447.495502
2015-07-22     9532.521327
2015-07-23     9651.784223
2015-07-24     9849.435928
2015-07-25    10234.737970
2015-07-26     1390.411846
2015-07-27    16765.449045
2015-07-28    14503.037257
2015-07-29    13587.889462
2015-07-30    13706.931558
2015-07-31    13904.267764
Freq: D, Name: predicted_mean, dtype: float64"
